config,n_top,window_i,n_trades,actual_roi,actual_mdd,actual_calmar,actual_ulcer,roi_rank_broken,mdd_rank,calmar_rank,ulcer_rank
commodity,15,10,611,-14.816951232041436,1198.5764297816909,-0.12362124653777984,426.5855577816664,96.10000000000001,11.9,88.10000000000001,55.800000000000004
commodity,15,11,271,239.38742775542227,535.0645269457909,4.473991746787492,164.3691518413968,57.2,0.1,0.1,0.2
commodity,15,12,245,-142.15281692168486,1408.7389479668493,-1.0090784891469475,721.3725345899462,16.0,90.5,9.3,95.0
commodity,15,13,317,187.79438864556792,202.22028950000004,9.286624458401239,70.156500593677,92.10000000000001,90.10000000000001,90.10000000000001,89.2
commodity,15,14,319,96.38421665242467,353.44267941587805,2.7270112599789984,135.34924902601446,73.60000000000001,57.400000000000006,57.400000000000006,55.900000000000006
commodity,15,15,321,215.6893157615698,498.2885094914768,4.328603041271999,139.06422275534152,0.0,0.4,0.4,2.4000000000000004
commodity,20,1,421,-161.77194821794964,1937.2255375341215,-0.8350702852279546,1216.564911533661,3.4000000000000004,6.7,93.30000000000001,4.7
commodity,20,2,405,28.025496841561903,1006.1866493438415,0.27853178990039273,400.57780985746996,62.7,1.4000000000000001,1.4000000000000001,10.700000000000001
commodity,20,3,461,92.63660018517403,1107.3710313977772,0.8365452730711552,518.5641171428696,19.0,1.1,1.1,1.0
commodity,20,4,432,30.951492812678023,590.23422106579,0.5243933968584318,259.2923841419874,78.80000000000001,71.5,71.5,70.10000000000001
commodity,20,5,406,259.0360329538215,749.3541816768966,3.45679038414323,344.88313744088475,0.0,0.0,0.0,0.0
commodity,20,6,363,90.40655277455689,764.0794871015282,1.183208740722861,357.2186489880618,2.3000000000000003,4.800000000000001,4.800000000000001,2.4000000000000004
commodity,20,7,311,-61.439221459180885,954.918046010172,-0.6433978467145485,540.9441291142831,30.400000000000002,31.400000000000002,68.60000000000001,29.700000000000003
commodity,20,8,428,-56.097509474134746,808.891105933486,-0.6935112657642148,491.67447587142857,0.5,77.80000000000001,22.200000000000003,57.7
commodity,20,9,1309,11.25804837186327,1394.1130072113847,0.08075420223201639,782.6027674011052,44.6,28.0,28.0,15.0
commodity,20,10,815,32.412012358392786,1198.5764297816909,0.27042090560963494,462.7333332534483,2.5,15.3,15.3,35.0
commodity,20,11,360,357.72853108042256,535.0645269457909,6.685708228919185,151.46756731639545,15.0,0.1,0.1,0.30000000000000004
commodity,20,12,340,-161.46330621646246,1601.8438409146252,-1.0079840624431262,972.2939496421873,60.300000000000004,93.80000000000001,5.800000000000001,53.0
commodity,20,13,447,221.9601045109719,489.8978734999964,4.530742355038483,111.5498920943766,1.1,5.800000000000001,5.800000000000001,46.400000000000006
commodity,20,14,446,112.39896142970794,353.44267941587805,3.18011853054831,170.61309428020513,1.1,74.5,74.5,39.7
commodity,20,15,417,306.0061349349828,498.2885094914768,6.141143717066128,126.7317241460845,11.9,1.1,1.1,4.5
mixed_30,30,1,555,-405.4148993241251,4404.469670746725,-0.9204624611602602,3185.1661375244475,2.1,8.8,91.2,0.1
mixed_30,30,2,522,10.586934500034568,1288.9295579581362,0.08213741732174962,627.3971317934544,3.4000000000000004,12.700000000000001,12.700000000000001,13.4
mixed_30,30,3,723,179.51705320075436,524.3215328121614,3.4237970780625266,228.8053033855687,50.800000000000004,93.5,93.5,78.30000000000001
mixed_30,30,4,602,188.13400620314187,721.0657118802038,2.6091104195285606,183.21133866047802,66.10000000000001,43.5,43.5,91.4
mixed_30,30,5,497,202.20747054659483,895.5803597271257,2.257837259943992,322.93448883673005,88.2,10.3,10.3,12.200000000000001
